text	label
Jeg vil begynne med å gi honnør til helse- og omsorgsministeren for det vi ble kjent med gjennom media på fredag, at det nå vil bli mulig med innsatsstyrt finansiering av tjenester som gis utenfor sykehusene. Det synes jeg er et veldig godt initiativ, og jeg ser fram til måten dette blir brukt på.	F
Det er jo ein tydeleg politisk forskjell mellom å ta i bruk restriktive tiltak på alkoholfeltet og ikkje. Senterpartiet er heilt klar på at vi ønskjer å ta i bruk restriktive tiltak og bruka avgiftspolitikken slik at vi kan redusera konsumet. Det er mange gode grunnar for det. Eg merkar meg at alkohol framleis er eit område det er vanskeleg å snakka om for mange.	F
Derfor har også Regjeringen fra dag én ført en politikk med sikte på å få en så lav ledighet som mulig. Jeg er enig med representanten Stoltenberg i at det er en fare for at ledigheten biter seg fast.	A
Senterpartiet er kjent for å bruke store ord for å sikre sysselsetting og bosetting i distriktene. I en slik sammenheng er veg veldig viktig, da også fylkesveg.	F
Ser ikke statsråden at formuesskatten er en ren diskriminering av norsk privat eierskap og sånn sett svekker grunnlaget for ny verdiskaping rundt omkring i landet?	A
Når det gjelder OPS-prosjektene, er det jo slik at private binder opp penger for all framtid. Vi har en annen modell som vi tenker å sette søkelyset på, først og fremst gjennom de årlige budsjettene.	A
vi er for å få gass til bruk innenlands.	F
For Fremskrittspartiet er det helt klart at vi ønsker betydelige kutt i de skatter og avgifter som regjeringspartiene gladelig tar inn fra det norske folk og fra norske bilister gjennom skyhøye drivstoffavgifter, gjennom årsavgift, gjennom engangsavgifter, gjennom bompenger.	A
Men det som er hovudpoenget, er nettopp på den eine sida å ha eigendelar for dei aller fleste av oss som kan betala inn til fellesskapen, og dermed vera med og tøya helsetenestene lenger, men på den andre sida å skjerma storforbrukarane.	F
og ved den utgreiinga som no kjem om høgfartsbanar, som eg forhåpentlegvis ved hjelp av m.a. Vestlands-FrP kan få vera med og realisera i Noreg på eit eller anna tidspunkt,	F
Til spørsmålet: Det er jo ikke slik at skattelettelser betyr kutt i alle sosiale ordninger for veldig, veldig mange. Det det betyr, er at man stimulerer næringslivet, man stimulerer til arbeidsinnsats, man øker verdiskapingen.	F
Vi erkjenner at nullskatteyterproblematikken er der, men vi vet også at formuesskatten er en svært skadelig måte å løse denne utfordringen på.	A
Derfor er vi veldig glad for at vi i år kan legge fram et forslag som ikke bare er en sterk satsing på vei og bane, men som også tar igjen noe av det etterslepet vi har på vedlikehold, som betyr veldig mye for Distrikts-Norge.	F
Mange av dei enkeltpersonsføretaka og delingsliknande selskapa som vil falle inn under den såkalla skjermingsmodellen, vil klart få ei skjerpa skattlegging dersom han blir innførd. Han har også den same svakheita som delingsmodellen, dvs. at ein blir skattlagd uavhengig av om overskottet blir teke ut av bedrifta eller ikkje. Og det gir ikkje noko godt incitament til å pløye pengane tilbake igjen for ytterlegare verdiskaping.	A
Vi synes at det er positivt at man nå endelig innfører en modell, og som representanten Rudihagen helt riktig sier, har vi subsidiært gitt vår tilslutning til det, men vi ønsker primært en mer rettferdig kapitalbeskatningsmodell. Den er ikke ferdig utredet. I likhet med mange andre ting i denne meldingen er den bare skissepreget. Derfor har vi også bare skissert hvordan en slik modell kan utformes.	F
Det har ligget i bunnen hele veien at det ikke skulle åpnes opp for oljevirksomhet i denne stortingsperioden. Det har alle visst, og det gikk vi til og med til valg på.	A
Dette rammer faktisk de svake svært hardt, og derfor vil vi i Venstre være med på å fjerne den urettferdigheten som formuesskatten innebærer.	A
Det er vekst i pasientbehandlingen i sykehusene og også i kommunene som en følge av Samhandlingsreformen.	F
Eg er til liks med representanten Vaggen Malvik sterkt oppteken av at me skal prioritera forsking.	F
Det ble mye kalk dette, men det er riktig som også denne representanten var inne på, at vi har økt bevilgningene til kalk.	F
Men vi ønsker altså å prioritere dette på en annen måte, gjennom en reduksjon i momsen. Håpet er da at folk flest skal få bedre råd til å kjøpe frukt og grønt enn de har i dag.	F
Me kan starte opp viktige rassikringsprosjekt i mange fylke.	F
for det ligger også kollektivsatsing inne i disse pakkene, som Oslopakke 3, og det er positivt.	F
Mitt spørsmål dreier seg imidlertid om en av de utfordringene som norsk økonomi står overfor – mangel på arbeidskraft. Kristin Halvorsen har i helgen som partileder i SV gått inn for å beholde dagens AFP-ordning. Vi vet at dagens AFP-ordning er en ordning som er med og bidrar til at åtte av ti 66-åringer er utenfor arbeidsmarkedet.	A
Kristelig Folkeparti ønsker, som vi, å øke eierandelen i StatoilHydro til 67 pst., og det er flott at de er med på det.	F
De rød-grønne partiene er ikke med på dette forslaget, men Fremskrittspartiet er medforslagsstiller sammen med Kristelig Folkeparti. Dette ville gi alle eldre som er engstelige for alderdommen, en lovfestet rettighet til å få en sykehjemsplass når fagfolkene mener at de fyller kriteriene.	F
Vi peikar m.a. på at det må utviklast ein brei strategi for å motverke sosial dumping.	A
Men lat meg seie at eg er faktisk veldig oppteken av - det hovudsignalet vil eg gi - at dagpengeordninga skal vi ikkje tukle med, den skal vi ikkje røre ved i utrengsmål. Det er viktig å halde oppe eit nettverk, ei moglegheit for tryggleik for dei som slit med å vere inne på arbeidsmarknaden. Derfor ligg det mitt hjarte nær å ikkje gå inn på noka svekking på dette feltet.	F
Men jeg er helt enig: Her bør vi bidra til mer innovasjon.	F
Vi står framleis på at vi vil redusere skattane.	F
Nei, Langeland er aldri komfortabel med løyvingar som ikkje går i kollektivtransporten sin favør.	F
Arbeiderpartiet har en lang og stolt historie i forhold til å sikre rammevilkårene for norsk petroleumsindustri og stimulere til forskning og utvikling innenfor den sektoren.	F
Eg er veldig glad for at Vihovde seier at Venstre ønskjer å fjerne delingsmodellen. Det ønskjer også Framstegspartiet	A
Dette er en gledens dag. Det er ikke ofte den rød-grønne regjeringen og Arbeiderpartiet ønsker å fjerne mer av formuesskatten enn Fremskrittspartiet, men det er faktisk tilfellet i denne saken, og jeg gratulerer finansministeren med det!	A
Vi vedkjenner oss det som står der, men jeg vil samtidig si, og det skal man ta innover seg, at når vi arbeider for å øke til 1 pst., og holde det i årene fremover, vil vi samtidig være en pådriver for bedre målbeskrivelse, resultatmåling og metodisk evaluering. For å få det til er det ikke nok å love at man skal gjøre så godt man kan. Her tror jeg faktisk det kreves et helt konkret systematisk metodeutviklingsarbeid for å kunne se hva man kan få til. Det er ikke minst viktig på grunn av giverreform og nye måter å gi bistand på, f.eks. budsjettstøtte.	N
Vi mener at den fremste kvaliteten ved det norske samfunnet er at vi har mange fellesgoder som vi alle sammen får ta del i, uansett hvilken bakgrunn vi har. Det krever at vi har et skattesystem der folk betaler mye skatt. Jeg og SV mener at de fleste kan betale mer skatt i Norge. Men det er noen få som tjener dårlig, som da skal ha mindre skatt. Det har vi også fått til.	F
Arveavgift er betaling til staten når verdier innenfor samme familie overføres fra en generasjon til neste - på mange måter en skatt på død.	A
Hvis vi får gjennomslag for den type tankegang, som jeg og Venstre mener er nødvendig, vil det som står først i køen for å få varig vern - og da har vi ikke behov for å vite hva som måtte være av olje- og gassressurser, det er faktisk bare plagsomt når vi skal ha varig vern i de områdene - være områdene utenfor Lofoten og Vesterålen, og jeg vil også gjerne tilføye områdene utenfor Mørekysten, hvor så mye av den verdifulle silda vår gyter. Det bør varig vernes, og den olje og gass som måtte være der, bør ikke tas opp, ganske enkelt.	A
Når det gjelder et senter for miljøovervåking, snakket jeg ganske mye i mitt innlegg om «Barentshavet på skjerm», som er et hjertebarn – det må jeg få lov til å innrømme. Noe av hovedtanken med det prosjektet er nettopp å utnytte mye av den kompetansen og kunnskapen som vi allerede har.	F
Jeg deler ikke noen bekymring for at en skal ha en aktivitetsplikt – tvert imot.	F
ørst må jeg si at det er gledelig at hele landet, i alle fall de aller fleste, ser ut til å kunne få breibånd, takket være markedet som har ivaretatt denne utbyggingen på en veldig god måte. Det er vi alle glad for.	F
Men den store klimadebatten er også relevant. Det er sett i et sånt perspektiv at kanskje de enorme ressursene der – ikke bare kanskje, men mange av de ressursene – må ligge.	A
I Kristelig Folkeparti er vi også glade for jernbanesatsingen: sammenkoblingen mellom Sørlandsbanen og Vestfoldbanen, at en nå har fått to timers frekvens fra desember 2014 – det er vi veldig glade for at departementet har gitt klarsignal til – og at vi nå er i starten av en mulighet til å gi et helt annet tilbud på jernbanen langs strekningen Oslo–Stavanger enn tilfellet.	F
Det jeg kan garantere, er at Høyre vil jobbe for at vi får en åpning av disse områdene så snart dette er mulig, men det er klart at vi også er opptatt av at det skal skje på en måte som balanserer godt miljøhensyn og sameksistens med andre næringer. Det er et stort potensial for å utvikle industri og aktivitet i den nordlige delen av Norge, og jeg håper at innbyggerne i Lofoten og Vesterålen snart skal få benytte seg av denne muligheten for fremtidige interessante arbeidsplasser	F
Vi fikk gjenåpnet aktiviteten i Barentshavet.	F
Fiskerinæringen er fortsatt en av Norges aller viktigste næringer, en av våre største eksportnæringer, og det skjer altså uten subsidier. Det betyr at vi har klart å lage et system med effektive, konkurransenøytrale virkemidler, som gjør at Norge kan være en fiskerinasjon i verdensklassen.	F
Eg synest det er heilt strålande det arbeidet som faktisk vert gjort i dag i ganske mange kommunar rundt omkring i Noreg, i statlege etatar og andre stader for å skaffe nullutsleppskøyretøy	A
I den sammenheng, siden statsråden nevnte OECD, har OECD også gjort regnestykker om hva formuesskatten betyr for vanlig sparing for en vanlig nordmann – da har man over 100 pst. beskatning. I lys av at private husholdningers gjeldsbelastning øker kraftig, hvordan kan statsråden mene at det er så fornuftig å beholde en beskatning som rett og slett virker destruktiv på privat sparing?	A
Men er det ett område hvor det virkelig har vært et taktskifte siden vi fikk et nytt flertall, er det innenfor klimapolitikken. Her er det gjort store lettelser ved å rydde opp i mange ting, f.eks. ved å fjerne veibruksavgiften på biodrivstoff – vi gjør biogass mer konkurransedyktig. I dette budsjettet er det forslag både for å få satt opp fyllestasjoner for hydrogen og å lage rettighetsbaserte ordninger for ladestasjoner – og en har mange andre forslag som er kommet de senere årene.	F
La meg først få korrigere: Høyre er imot en reservasjonsrett for leger. Det har vi vært hele tiden.	A
Og er representanten Sørensen sikker på at det er den måten å bruka pengane på som gjer at me får mest sjøsikkerheit for pengane?	F
Det er riktig at vi kutter i det som representanten sier, men vi kutter mindre i petroleumsforskningsbevilgninger enn det avkastningen fra fondet ville vært – ergo er det på sikt en styrking av betydning av petroleumsforskning.	F
Eg er heilt einig i ei setning som står i meldinga, nemleg: «Tilstrekkelig slepekapasitet er et sentralt element i beredskapen.» Det er eg heilt einig i.	F
Ser sosialministeren i forlengelsen av det også behov for tiltak som gjør at man på neste års budsjett ikke kommer inn med ytterligere økninger når det gjelder egenandeler til helsehjelp?	A
Det er ingen hemmelighet at vi ønsker å gå enda lenger i miljøpolitikken enn det vi har fått til	F
En eventuell fjerning av formuesskatten, ikke bare deler av den, men hele – slik som Venstre vil – vil skape en veldig skjev fordeling, der de med høyest inntekt og formue vil komme langt bedre ut enn dem med lave og midlere inntekter.	F
Representanten Hill-Marta Solberg er veldig oppteken av å påstå at det ikkje er nokon samanheng mellom skattelette og økonomisk vekst. Det er det mange, i tillegg til Framstegspartiet, som er sterkt ueinige i.	A
Derfor er det viktig å få inn mer kraft. Vi er bl.a. opptatt av dette med mini- og mikrokraftverk	F
Nei - skattereformen kan gjennomføres som planlagt.	F
nettopp for at me skal få ei god og samanhengande utbygging av veg og bane i heile landet, inkludert dei store byane.	F
Når vi kutter oljeinvesteringene med ca. 1 milliard kr, som Oppebøen Hansen helt korrekt sier, er det fordi vi ønsker å frigjøre kapital som kan investeres i Fastlands-Norge, for å gjøre oss mindre oljeavhengige og få økt mulighet til verdiskaping her.	A
Når det gjelder å avskaffe fattigdommen, stiller jeg meg 100 pst. bak formuleringene i Soria Moria-erklæringen. Det er klart at man stiler høyt når man sier at man skal avskaffe fattigdommen. Det er nærmest et umulig mål å nå, men man løser ikke det ved å avskaffe målet, for det må man jobbe etter hver eneste dag. Å stå utenfor og være fattig i et samfunn som går så fort rundt som vårt, er en meget stor belastning.	N
Den rød-grønne regjeringa hadde 281 mill. kr i snitt over åtte år i det grønne skatteskiftet. Nå har vi et snitt på 3 170 mill. kr. Venstre synes det fortsatt er for lite, men det handler om å skape de markedene som skal gjøre de grønne løsningene lønnsomme. Da må vi bruke skatte- og avgiftssystemet for å gjøre det lønnsomt å ta grønne valg.	F
Det er riktig at det å redusere egenandeler og ha en sosial politikk der er en viktig del av arbeidet mot sosiale helseforskjeller og ulikheter i helsevesenet. Den nye regjeringen begynner på det med de tiltakene som går på å senke egenandelstak 2, fra 3 500 kr ned til 2 500 kr. Den nye regjeringen er med på det som også Bondevik-regjeringen foreslo, at det ikke skal være egenandeler for barn under 12 år.	A
Det høres ut som om gravferdsstøtten er tatt bort. Det er den ikke, den er bare blitt mer målrettet, og det er Kristelig Folkeparti enig i.	F
For det er helt nødvendig at disse elevene får de tekniske hjelpemidlene de trenger.	F
Samtidig ser vi at enkelte av de tjenestene som utføres på disse flyplassene, kan utføres av private, noe som kan gi et effektiviseringspotensial, og som nettopp på den måten kan være med på å styrke kortbaneflyplassene i framtiden og dermed sikre den viktige funksjonen som disse har i regionene som de er en del av.	F
Det er altså sånn at vi, med en befolkning på 5 millioner mennesker, forårsaker større CO2-utslipp i verden enn hele Afrikas befolkning på over 1 milliard mennesker. Dette mener jeg det er nødvendig å gjøre noe med	F
Vi skal ta de advarslene som kommer fra FNs klimapanel på alvor, og Fremskrittspartiet har her lagt en politikk der vi sier at vi skal være føre var, vi skal være med og bidra til betydelige CO2-reduksjoner.	F
Høyres bidragsytere kan spare millioner i skatt – og flere vil til og med kunne ha null i skatt – dersom Høyre får avviklet formuesskatten. Mer enn halvparten av formuesskatten betales av 2,5 pst. av landets rikeste mennesker. Da blir spørsmålet mitt: Hvorfor er Høyres viktigste prioritering å gi milliarder av kroner i skattelettelse til landets rikeste – er det det som er «gøy» å bruke penger på?	F
Så vil eg likevel peika på eit problem som Sem-erklæringa legg grunnlag for. Det vil nemleg koma 0,9 millionar tonn CO2-utslepp som følgje av utbygginga av Snøhvit, berre frå gasskraftverket.	A
man må faktisk stimulere til endringene gjennom det vi gjør med enøkfradrag, det vi gjør med tiltakene i hvert enkelt hjem, men også med å gjøre strømmen litt dyrere, for dermed å få stimulert til omstillingene.	N
Vi fryktar på same måten som m.a. Fiskarlaget at dette vil føre til sterke restriksjonar både på fiskeri- og på oljeverksemda, og er dermed skeptiske til å førehandskonkludere.	F
Men hva er årsaken til at Regjeringen ikke satser skikkelig på forskning i budsjettet?	F
men vi ønsker at vanlige boliger skal være fri for all skatt	A
Så er jeg veldig glad for at vi i budsjettet understreker at vi skal ha fokus på ventelister. De skal ned.	A
Bostøtteordningen er en kjempeviktig ordning, der det i dag er en del ulemper og trøbbel på grunn av at hvis man er trygdet, har man muligheten til å få bostøtte, men hvis man har arbeidsinntekt som er like lav, får man det ikke. Derfor har Regjeringen nå en gjennomgang av bostøtteordningen, og vi ser på det.	F
Vi har satset på rehabilitering, som jeg sa i mitt innlegg i sted.	F
Et av paradoksene i perspektivmeldingen er at det i en og samme melding blir understreket at det vil bli vanskelige forhold for offentlig finansiering i årene som kommer. Det vil oppstå problemer i forhold til finansiering av velferdsstaten. Samtidig understrekes behovet for skattelette, som selvfølgelig ytterligere vil svekke finansieringsgrunnlaget for offentlig velferd.	F
mener jeg at den enkelte kvinne må respekteres for det som er hennes følelser, og at hun skal ha full rett til å bestemme hva som skal skje etter en abort.	F
Det kan tyde på at en av sideeffektene – av negativ karakter – av åpningen av nye arbeidsmarkeder mot det gamle Øst-Europa, som nå er inkludert i EØS-området, og som har bidratt til at vi har fått tilgang på mye arbeidskraft, kan være at det vi kaller marginale grupper i arbeidslivet, blir fortrengt. Det gjelder funksjonshemmede mer enn noen andre, men det gjelder også andre som ikke har helse til, eller som av andre årsaker ikke ønsker fullt trøkk – å stå i full jobb hele tiden.	F
Vi ser at små og mellomstore bedrifter i distriktene blir tømt for egenkapital gjennom økt formuesskatt.	A
Når kan vi regne med at disse bindende avtalene er i boks, slik at vi har en slepebåtkapasitet langs hele kysten?	F
En regjering må alltid jobbe for lavere rente. Det er ingenting som omfordeler fra fattige til rike så mye som høy rente. Så vet jeg også som økonom at et rentenivå vil normalisere seg over tid til å være litt på plussiden av en realrente, men det er ikke det som er det politiske.	F
Hvis representanten hadde lyttet til mitt innlegg, ville han ha hørt at jeg fokuserte veldig sterkt på behovet for mer arbeidskraft. Det er hovedutfordringen i norsk økonomi. Det er ikke mangel på penger, men rett og slett at vi mangler de hendene som skal jobbe innenfor velferdsområdene, som skal jobbe innenfor skole, og som skal jobbe i bedriftene våre. Når det er mangel på arbeidskraft, ser vi at det blir press på lønningene, det blir press på rentene, og det blir press i norsk økonomi. Derfor er det viktigste grepet vi tar i vårt budsjett, den helhetlige planen vi lanserer for å øke tilbudet på arbeidskraft, ved å få flere fra trygd til arbeid. Vi gjør det mer lønnsomt å arbeide ved å modernisere offentlig sektor og ved å øke arbeidsinnvandringen noe mer, ikke minst den kompetente arbeidskraften.	N
Me kan alle vera einige om at primærnæringane er viktige, men likevel er det slik at for store delar av Distrikts-Noreg er det industrien som er berebjelken.	N
Slepebåtkapasitet er en avgjørende faktor når det gjelder i hvor stor grad vi i framtiden skal være i stand til å avverge en oljekatastrofe.	F
Jeg vil minne representanten Halleraker om at vi har et forslag som kommer til behandling i denne sal snart, som gjelder å fjerne alle bomstasjoner –	A
Når det gjeld arbeidskraftsituasjonen, er haldninga vår at her skal det òg vera moglegheit for land utanom EØS-området, det skal vera moglegheit for arbeidstakarar frå land utover EØS, til å ta arbeid i Noreg.	F
Vi kommer i arbeidet fram mot den neste rulleringen av forvaltningsplanen selvsagt til å stå på at det er miljøet som står i sentrum, og at all aktivitet skal skje med utgangspunkt i at det skal være en bærekraftig utvikling i regionen.	F
Så Kristelig Folkeparti er opptatt av kollektivtransport	F
Samtidig overser Høyre de samfunnsmessige konsekvensene dette kan få i form av økt innvandring til Norge.	A
Eg vil avvisa at Regjeringa ikkje har teke desse problemstillingane som Frøiland no tek opp, på alvor tidlegare. Det er nok å visa til det som er varsla i tilknyting til revidert, der ein no seier at ein reduserer produksjonsavgifta og CO2-avgifta osb.	A
Jeg synes også det er passivt av Regjeringen å foreslå bare 3 mill. kr ekstra til etablering av bredbånd. Fremskrittspartiet har foreslått 20 mill. kr ekstra til Høykom.	F
Det denne regjeringen har sagt når det gjelder det statlige barnevernet, er at vi skal bruke det som et verktøy for å hjelpe de mest utsatte barna. Meningen med det statlige barnevernet er å gi kommunene mer faglig hjelp.	N
Det som er klokt med denne modellen, er at den ikke gjør sykehusene avhengige av å spare penger på å redusere pasientbehandlingen for å investere i IKT-utstyr som er nødvendig for en bedre og mer fornuftig drift. Den fører både til effektivitet og, ikke minst til det som er kjernen i Samhandlingsreformen, bedre samhandling om og med pasienten.	F
jeg er enig med representanten Hjemdal i at det er en reduksjon i budsjettet. Opprydding av forurenset grunn og sjøbunn er høyt prioritert, og omfattende oppryddinger er bl.a. gjennomført i forurenset sjøbunn både i Kristiansand, i Oslo, i Stamsund og i Killingdal gruver i Trondheim. Så er det sånn at for regjeringen er det også viktig at det normale er at det er den som har forurenset, som selv har ansvaret for å rydde opp og betale for seg. Men i særlige tilfeller, bl.a. hvor sjøbunnen er forurenset, kan det være uklarhet i ansvarsforhold og behovet for statlige bidrag, og da skal også staten bidra.	F
Det denne regjeringen har gjort, er å stramme inn på noen områder som er veldig viktige for de flyktningene som har det aller vanskeligst, nemlig kvoteflyktningene.	F
Vi vil gi støtte til gasskraftverk med CO2-handtering.	F
Jeg vil at statsråden skal ta med seg hvor viktig denne veien er for distriktet, og hvilke forventninger som er skapt. Hvis vi ikke får en kontinuerlig utbygging av rv. 2 med en smal firefeltsløsning – som den som er valgt – tror jeg ikke det blir forstått i regionen.	F
Bør ikke et høyrisikoområde ha et hoveddepot for oljevernberedskap?	F
Regjeringen har i budsjettinnstillingen foreslått å øremerke midler til innsatte i fengsel, slik at innsatte får et like godt helsetilbud som alle andre. Fremskrittspartiet støtter dette fullt ut, og vi støtter en slik øremerking.	F
fordi vi trur at å investere i skattelettar vil skape ein økonomisk vekst som vil medføre at vi får ein stor del av desse pengane tilbake over tid.	F
Skulle vi ikke sette oss målene først, og så gå i forhandlinger om å få til en mest mulig effektiv oljevernberedskap?	F
Det er en merknad som regjeringspartiene også er med på, som sier at i den grad det ikke er mulig å gjøre det som står i St.prp. nr. 1, nemlig å få til en 50/50-fordeling mellom statlig og privat kapital, skal det kunne åpnes for 70/30-fordeling. Det synes jeg kan være en fornuftig løsning for i det hele tatt å få gjennomført dette. Og det representanten Arnstad prøvde å skape et inntrykk av knyttet til distriktsfond og ikke-distriktsfond, distriktsmilliarden og landsdekkende ordning, er ikke riktig.	N
Arveavgiften er altså en av de mest upopulære avgiftene vi har her i kongeriket	A
Derfor er jeg glad for at Høyres programkomité – selv om det ikke er vedtatt på landsmøtet ennå – har foreslått å gjøre kontantstøtten til en kommunal, lovpålagt ytelse	F
Når det gjelder klimaforliket, er det slik at vi skal redusere norske klimagassutslipp med 5 millioner tonn fram mot 2020. Dette krever en helt annen vilje ikke bare til å komme med tiltak, men måle resultatene av dem, slik at vi når det nødvendige målet som nå ligger der. Vi skal også forsterke klimaforliket.	F
Me meiner faktisk at i dagens situasjon, med så stor arbeidsløyse, hadde det vore eit viktig incitament til å få fleire ut i arbeid.	A
da sa jeg at det ikke er en reduksjon i bevilgningene til skogvern neste år. Det som ser ut som en reduksjon, skyldes at gammelt skogvern avsluttes. Men nytt skogvern vil det bli like mye penger til.	F
Vi skal stå saman med Framstegspartiet i eit påtrykk for å sikra pengar og meir fast dekke.	F
Er det ikke bedre å få disse inkludert i arbeidslivet, før man tar et så sterkt initiativ for å ta inn flere arbeidsinnvandrere, slik Høyre her har gjort	A
vi er i høyeste grad opptatt av å bevare flest mulig industriarbeidsplasser i Norge, og også å skape nye, som jeg nevnte i mitt innlegg, slik at vi hele tiden er framtidsrettet i det vi holder på med.	N
Næringsministeren sier at vi er politikere i mulighetenes land. Det er jeg enig med næringsministeren i. Men så ser vi at i mulighetenes land opplever over halvparten av alle kommuner fraflytting, og en viktig del av fraflyttingen skyldes at man ikke har arbeidsplasser.	F
Så det å fjerna formuesskatten på arbeidande kapital er eit så treffsikkert og godt verkemiddel at eg framleis slit med å skjøna at ikkje regjeringspartia kasta seg over dette og sa: Yes, dette er bra, dette gjer me!	A
fordi det tar opp i seg bare én faktor, nemlig skatten, og hvor viktig skatt er for vekst og verdiskaping. Det perspektivet som vi veldig klart fastholder, er at det finnes mange andre forhold i dette som er minst like viktige. Derfor er vi ikke med på denne merknaden, som vi oppfatter som veldig monoman i tilnærming.	F
Jeg var i min innledning inne på at vi kan bygge opp den frivillige sektoren	F
Venstre hadde en ambisjon om 500 mill. kr mer til sykkelveier. Mitt spørsmål til representanten er: Hvorfor har ikke Arbeiderpartiet større ambisjoner når det gjelder å bruke sykkel for å nå målet om bedre folkehelse?	F
Vi er ikke enig i at det er en betydelig satsing på bioenergi, men vi registrerer at det er noe mer satsing. Samtidig vet vi at det i dag er et problem med at Norge gror igjen, spesielt av lauvskog. Man bruker lite midler på det området. Penger til skogkultivering, og også til planting for så vidt, har gått kraftig ned de siste to årene.	A
Men vi skal hele tiden ha et føre var-prinsipp som tar hensyn til miljø, fiskeri og kommende generasjoner på lang sikt.	F
Vi skal ta de advarslene som kommer fra FNs klimapanel på alvor, og Fremskrittspartiet har her lagt en politikk der vi sier at vi skal være føre var, vi skal være med og bidra til betydelige CO2-reduksjoner	A
De viktigste to elementene i den skatteletten er for det første at vi reduserer arbeidsgiveravgiften.	A
Frå storfraksjonens side er me positivt innstilte, men me vil ikkje konkludera på dette med nasjonalt museum på det noverande tidspunktet.	F
Vi har et varmt hjerte for ideell sektor og for en offentlig helsetjeneste – ikke et vesen, men en tjeneste.	F
vi sliter med å få ungdom, innvandrere, dem med nedsatt arbeidsevne og dem med nedsatt funksjonsevne ut i arbeid. Det er der min hovedkritikk har vært mot regjeringen, at vi ikke har lyktes med å få flere ut i arbeid. Derfor vil jeg også si at noe av det viktigste vi kan gjøre, er å jobbe med et inkluderende arbeidsliv, slik at arbeidsgiverne får større tro på de gruppene som sliter med å komme inn i arbeidslivet. Men jeg savner også mer fokus fra regjeringens side på å se på de Nav-kontorene og de fylkene som funker, og som leverer, for hvis vi hadde tatt ut det potensialet, ville vi fått mange flere mennesker ut i arbeid.	N
For det er det som er hele poenget med formuesskatt, nemlig ekstrabeskatning av arbeidsfri inntekt. Dermed er det også riktig å formuesskattlegge aksjer og obligasjoner, for de kan bare gi arbeidsfrie inntekter.	F
I store deler av Norge er – for å ta vare på det aller meste av naturen vi har – en aktiv bruk viktig.	A
Statsråden snakka om billegare barnehagar. Det er veldig viktig.	F
Jeg er for å gjøre noe for dem som har det aller verst. Jeg tror ikke at vi gjør det gjennom retorikk som bare bærer preg av misunnelse. Jeg er opptatt av handling, og den beste måten å handle på er løfte dem som har det aller verst, ut av problemene deres. Da dreier det seg om å ha en kraftfull rusomsorg og å ha et anstendig nivå å leve på når man skal møte hverdagen.	F
Alt det underbygger at vi ikke er på den sikre siden når det gjelder oljevernberedskapen	F
Det eg er heilt einig med representanten Eivind Nævdal-Bolstad i, er at det kan vera uhaldbart for mange pasientar å oppleva å stå i helsekø, og det tek vi fatt i.	A
Mange fine ord til tross er det en realitet at Regjeringens forslag til statsbudsjett ikke innebærer noen økning av bevilgningene til miljøforskning. Og i lys av de siste rapportene som har kommet i forhold til nettopp menneskeskapte klimaendringer, viser det seg jo at behovet er større enn noensinne.	F
Kontantstøtten har ikke virket i den retningen som det var lagt opp til. Det tror jeg det er viktig å få med. Men Arbeiderpartiets politiske linje – og det vil jeg ha inn i våre budsjetter – er som sagt flere barnehager, full barnehagedekning og samtidig å få ned prisene. Det er det aller viktigste på dette området. Det er den linjen vi vil følge. Men vi innser at flertallet i denne sal ligger på en annen linje – vi kan se på det – og det har vi også tidligere regjert etter.	F
SV har i innstillingen pekt på at det fra norsk side bør vurderes om nordområdene trenger et eget senter for miljøovervåking. Et sånt senter vil kunne bidra til økt norsk-russisk samarbeid om forvaltningen av marine ressurser.	F
Når det gjelder Energifondet, så kutter vi 200 mill. kr, rett og slett fordi vi ser at det ikke vil være prosjekter som trenger de pengene, og da kan vi bruke dem andre steder.	N
Nå er tiltaksnivået på et historisk lavmål, og det øker faren for at arbeidsledigheten biter seg fast på et høyt nivå,	A
Men det som Fremskrittspartiet kommuniserer, og som Arbeiderpartiet ikke klarer å kommunisere, er at vi ønsker å forsøke å utnytte olje- og gassressurser utenfor Lofoten, Vesterålen og Senja, på samme måte som vi ønsker å forsøke å utvinne på resten av kysten.	F
Først ønsker jeg å uttrykke at det er positivt at Regjeringen har økt innsatsen når det gjelder forebyggende oljevernberedskap.	F
Vi har nok kunnskap om de klimautfordringene vi står overfor. Nå må vi handle, og vi må handle på mange fronter.	F
Som jeg sa, ønsker vi neste budsjettår å styrke rehabiliteringsinstitusjonene, eller minimum å kjøpe tjenester på samme nivå som i inneværende år.	F
Det er klart at det er et kjempepotensial i de store innkjøpene som det offentlige gjør, som jeg tror beløper seg til over 300 mrd. kr i året, ved ikke bare å bringe inn ferdige hyllevarer til lavest mulig pris, men også når det gjelder nye måter å gjøre ting på.	F
I forbindelse med behandlingen av klimakvoteloven i Stortinget i sommer kom det fram at Fremskrittspartiet ikke var enig med resten av Stortinget i at den globale oppvarmingen er vår tids største miljøproblem.	A
Formuesskatten skal bort for å styrke det private eierskapet, boligskatten skal bort, og eiendomsskatten skal fortsatt være en frivillig kommunal skatt.	F
Det er mulig å si nei, vi skal ikke ha flere motorveier – vi skal i stedet ha den jernbanen, de kollektivløsningene og de tunnelene gjennom Oslo som vi alle vet trengs, og som det er mye større behov for.	F
